job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,Cleaned_Salary,Cleaned_Revenue,Seniority_Binary,skills_parsed,work_type
data scientist,senior,hybrid,company_214,"Washington, DC . Hybrid",14 days ago,"Montréal, QC, CA",Technology,Public,"57,270",€17.10B,"€105,769","['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']",105769.0,17.1,senior,machine learning | matplotlib | python | r | sql | tableau,hybrid
data scientist,lead,on-site,company_395,"Chicago, IL",21 days ago,"McLean, VA, US",Retail,Public,"55,150",€36.28B,"€262,859 - €300,031","['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']",281445.0,36.28,senior,aws | database | deep learning | machine learning | python | r | scala,onsite
data scientist,junior,hybrid,company_008,"Austin, TX . Chicago, IL . Hybrid",a month ago,"San Jose, CA, US",Technology,Public,"34,690",€81.71B,"€112,804 - €194,409","['sql', 'database']",153606.5,81.71,junior,database | sql,hybrid
data scientist,midlevel,hybrid,company_983,"Washington, DC . Hybrid",14 days ago,"McLean, VA, US",Technology,Public,"27,040",Public,"€70,880 - €160,751","['sql', 'machine learning', 'python']",115815.5,,junior,machine learning | python | sql,hybrid
data scientist,senior,on-site,company_489,"Toronto, Ontario, Canada",14 days ago,"Chicago, IL, US",Manufacturing,Public,"18,900",Public,"€91,610 - €114,535","['spark', 'machine learning', 'r', 'python']",103072.5,,senior,machine learning | python | r | spark,onsite
data scientist,lead,on-site,company_244,"Columbus, OH . On-site",a month ago,"New York, NY, US",Finance,Public,"290,750",€350.17B,"€155,271","['sql', 'machine learning', 'tableau', 'python']",155271.0,350.17,senior,machine learning | python | sql | tableau,onsite
data scientist,senior,on-site,company_445,On-site,20 hours ago,"Ventura, CA, US",Technology,Public,"2,270",Public,"€94,259 - €172,805",[],133532.0,,senior,,onsite
data scientist,midlevel,on-site,company_316,"Noida, Uttar Pradesh, India",6 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,940",Public,"€18,195","['r', 'python', 'sql', 'hadoop', 'machine learning']",18195.0,,junior,hadoop | machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_310,"Doral, FL",2 days ago,"Arlington, VA, US",Technology,Public,"20,010",Public,"€63,112 - €129,236","['r', 'python', 'sql', 'machine learning', 'tableau']",96174.0,,senior,machine learning | python | r | sql | tableau,onsite
data scientist,junior,hybrid,company_313,"Toronto, Ontario, Canada . Markham, Ontario, Canada . Hybrid",14 days ago,"London, GB",Finance,Public,"29,530",Public,"€73,455",['python'],73455.0,,junior,python,hybrid
machine learning engineer,senior,hybrid,company_233,"San Diego, CA . Hybrid",a month ago,"Reston, VA, US",Technology,Public,"27,390",Public,"€115,179 - €208,201",['r'],161690.0,,senior,r,hybrid
data scientist,,on-site,company_888,On-site,5 days ago,"London, GB",Technology,Private,600,Private,"€112,341",[],112341.0,,,,onsite
data scientist,senior,on-site,company_917,"Mountain View, CA . New York, NY . San Bruno, CA",14 days ago,"Mountain View, CA, US",Technology,Public,"258,800",€1.39T,"€179,934 - €265,787","['sql', 'r', 'python']",222860.5,1390.0,senior,python | r | sql,onsite
data scientist,lead,on-site,company_395,"Richmond, VA",a month ago,"McLean, VA, US",Retail,Public,"55,140",€36.08B,"€192,716 - €219,933","['spark', 'aws', 'r', 'python', 'scala', 'database', 'sql', 'machine learning', 'kubernetes', 'deep learning']",206324.5,36.08,senior,aws | database | deep learning | kubernetes | machine learning | python | r | scala | spark | sql,onsite
data scientist,senior,hybrid,company_983,"Fort Meade, MD . Hybrid",23 days ago,"McLean, VA, US",Technology,Public,"27,070",Public,"€90,424 - €205,503","['machine learning', 'python']",147963.5,,senior,machine learning | python,hybrid
data scientist,senior,on-site,company_003,"Sunnyvale, CA",18 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€130,611 - €261,217","['pytorch', 'spark', 'r', 'python', 'scala', 'java', 'machine learning', 'deep learning', 'tensorflow']",195914.0,,senior,deep learning | java | machine learning | python | pytorch | r | scala | spark | tensorflow,onsite
data scientist,senior,hybrid,company_183,"Tallinn, Harjumaa, Estonia . Hybrid",a month ago,"Tallinn, EE",Technology,Private,"3,790",Private,"€61,775","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'machine learning', 'deep learning']",61775.0,,senior,airflow | aws | deep learning | docker | machine learning | numpy | pandas | python | scikit-learn | spark,hybrid
machine learning engineer,lead,on-site,company_244,"Seattle, WA . On-site",22 days ago,"New York, NY, US",Finance,Public,"290,760",€350.07B,"€196,372","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",196372.0,350.07,senior,deep learning | machine learning | numpy | pandas | pytorch | scikit-learn | tensorflow,onsite
data scientist,midlevel,hybrid,company_357,"Irving, TX . Basking Ridge, NJ . Ashburn, VA . Hybrid",14 days ago,"Basking Ridge, NJ, US",Technology,Public,"132,030",€142.18B,"€115,081",[],115081.0,142.18,junior,,hybrid
data scientist,,hybrid,company_851,"Chicago, Illinois, United States . Hybrid",2 months ago,"Edison, NJ, US",Technology,Private,"3,560",Private,"€127,872 - €137,005",[],132438.5,,,,hybrid
data scientist,senior,on-site,company_395,"San Jose, CA",15 days ago,"McLean, VA, US",Retail,Public,"55,140",€36.03B,"€158,011 - €180,296","['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']",169153.5,36.03,senior,aws | database | machine learning | pytorch | tensorflow,onsite
data scientist,,remote,company_415,Fully Remote,5 days ago,"New York, NY, US",Technology,Private,900,€4.60B,"€164,405",[],164405.0,4.6,,,remote
data scientist,senior,on-site,company_310,"Annapolis Junction, MD",a month ago,"Arlington, VA, US",Technology,Public,"20,030",Public,"€66,405 - €136,274","['sql', 'machine learning', 'r', 'python']",101339.5,,senior,machine learning | python | r | sql,onsite
data scientist,lead,on-site,company_041,"South San Francisco, CA",16 days ago,"BS, CH",Healthcare,Public,"93,570",€246.93B,"€159,837","['pytorch', 'aws', 'machine learning', 'gcp', 'azure', 'tensorflow']",159837.0,246.93,senior,aws | azure | gcp | machine learning | pytorch | tensorflow,onsite
data scientist,midlevel,remote,company_421,"San Salvador, San Salvador, El Salvador . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,213","['sql', 'machine learning', 'python']",25213.0,,junior,machine learning | python | sql,remote
data scientist,senior,on-site,company_937,"Atlanta, GA",2 months ago,"Atlanta, GA, US",Retail,Public,"500,010",Public,"€116,908","['sql', 'tableau', 'python']",116908.0,,senior,python | sql | tableau,onsite
data scientist,senior,hybrid,company_848,"Cambridge, MA . Hybrid",14 days ago,"Basel, BS, CH",Healthcare,Public,"107,730",€161.15B,"€120,837 - €224,408","['r', 'python']",172622.5,161.15,senior,python | r,hybrid
data scientist,senior,hybrid,company_980,"Brooklyn Park, MN . Hybrid",21 days ago,"Minneapolis, MN, US",Retail,Public,"409,060",€66.99B,"€86,769 - €156,182","['python', 'scala', 'sql', 'machine learning', 'hadoop', 'deep learning']",121475.5,66.99,senior,deep learning | hadoop | machine learning | python | scala | sql,hybrid
data scientist,,hybrid,company_851,"Chennai, Tamil Nadu, India . Hybrid",2 months ago,"Edison, NJ, US",Technology,Private,"3,520",Private,"€34,569",[],34569.0,,,,hybrid
data scientist,senior,on-site,company_003,"Bentonville, AR",16 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€98,645 - €197,284","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']",147964.5,,senior,machine learning | python | r | scala | spark | sql | tensorflow,onsite
data scientist,senior,on-site,company_985,"Málaga, Andalusia, Spain",7 days ago,"Chicago, IL, US",Finance,Private,"312,060",Private,"€28,046","['pandas', 'numpy', 'python', 'machine learning', 'azure']",28046.0,,senior,azure | machine learning | numpy | pandas | python,onsite
data scientist,senior,hybrid,company_994,"Malvern, PA . Hybrid",4 days ago,"Malvern, PA, US",Finance,Private,"20,600",Private,"€115,087 - €127,874",['machine learning'],121480.5,,senior,machine learning,hybrid
machine learning engineer,lead,on-site,company_244,"New York, NY . On-site",a month ago,"New York, NY, US",Finance,Public,"290,740",€350.12B,"€164,408","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",164408.0,350.12,senior,deep learning | machine learning | numpy | pandas | pytorch | scikit-learn | tensorflow,onsite
machine learning engineer,junior,on-site,company_881,"San Jose, CA",8 months ago,CN,Technology,Private,"110,010",€128.22B,"€132,436 - €228,335","['pytorch', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']",180385.5,128.22,junior,deep learning | machine learning | neural network | python | pytorch | tensorflow,onsite
data scientist,senior,on-site,company_917,"Sunnyvale, CA",14 days ago,"Mountain View, CA, US",Technology,Public,"258,790",€1.44T,"€207,334 - €292,273","['sql', 'r', 'python']",249803.5,1440.0,senior,python | r | sql,onsite
data scientist,senior,on-site,company_392,"Massachusetts, United States . Massachusetts, Amerika Syarikat",a month ago,"Jacksonville, FL, US",Finance,Public,"62,030",€35.07B,"€157,012 - €263,789","['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",210400.5,35.07,senior,aws | azure | gcp | machine learning | python | spark | sql,onsite
data scientist,senior,hybrid,company_872,"Alpharetta, GA . Hybrid",7 days ago,"Atlanta, GA, US",Finance,Public,"11,060",€18.63B,"€94,080",['machine learning'],94080.0,18.63,senior,machine learning,hybrid
data scientist,senior,hybrid,company_922,"Hartford, CT . Chicago, IL . Columbus, OH . Charlotte, NC . Columbus, Ohio, United States + 1 More . Hybrid",2 months ago,"Hartford, CT, US",Finance,Public,"18,170",€21.70B,"€101,126 - €151,688","['pandas', 'git', 'python', 'sql', 'matplotlib']",126407.0,21.7,senior,git | matplotlib | pandas | python | sql,hybrid
machine learning engineer,senior,on-site,company_931,"Seattle, WA",14 days ago,"Seattle, WA, US",Technology,Public,"26,050",Public,"€252,999","['scala', 'machine learning', 'python']",252999.0,,senior,machine learning | python | scala,onsite
data scientist,senior,remote,company_832,"California, United States",8 days ago,"Renton, WA, US",Healthcare,,"120,050",Nonprofit,"€159,841","['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']",159841.0,,senior,azure | database | machine learning | python | r | scala | sql | tableau,remote
data scientist,senior,hybrid,company_081,"New York, NY . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,030",€4.47B,"€135,178 - €168,971",[],152074.5,4.47,senior,,hybrid
data scientist,senior,hybrid,company_291,"Alpharetta, GA . Hybrid",7 days ago,"Bengaluru, KA, IN",Technology,Public,"261,070",€71.33B,"€85,860 - €150,249","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']",118054.5,71.33,senior,aws | azure | deep learning | gcp | java | machine learning | python | pytorch | r | scala | spark | sql | tableau | tensorflow,hybrid
machine learning engineer,senior,on-site,company_883,"Newport Beach, CA",19 days ago,"Walldorf, BW, DE",Technology,Public,"117,760",€104.21B,"€114,169 - €127,869","['pytorch', 'machine learning', 'database', 'deep learning', 'tensorflow']",121019.0,104.21,senior,database | deep learning | machine learning | pytorch | tensorflow,onsite
data scientist,senior,on-site,company_134,"Seattle, WA . Santa Clara, CA",11 days ago,"Seattle, WA, US",Retail,Public,"865,476",€832.76B,"€149,803 - €168,061","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']",158932.0,832.76,senior,amazon | aws | machine learning | python | r | sql | tableau,onsite
data scientist,senior,hybrid,company_357,"Irving, TX . Lake Mary, FL . Basking Ridge, NJ . Boston, MA . Hybrid",6 days ago,"Basking Ridge, NJ, US",Technology,Public,"132,040",€142.23B,"€73,984","['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'java', 'sklearn', 'sql', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow', 'tableau']",73984.0,142.23,senior,deep learning | java | keras | machine learning | matplotlib | numpy | pandas | python | pytorch | r | sklearn | spark | sql | tableau | tensorflow,hybrid
data scientist,senior,remote,company_236,Canada . Fully Remote,14 days ago,"Miami, FL, US",Technology,Private,30,Private,"€137,004 - €155,270","['sql', 'machine learning', 'tableau', 'python']",146137.0,,senior,machine learning | python | sql | tableau,remote
data scientist,senior,on-site,company_233,"Bethesda, MD . On-site",a month ago,"Reston, VA, US",Technology,Public,"27,410",Public,"€95,587 - €172,786","['amazon', 'aws', 'git', 'r', 'python', 'docker', 'sql', 'kubernetes', 'hadoop']",134186.5,,senior,amazon | aws | docker | git | hadoop | kubernetes | python | r | sql,onsite
data scientist,midlevel,on-site,company_316,"Noida, Uttar Pradesh, India",7 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,950",Public,"€18,199","['spark', 'python', 'sql', 'machine learning', 'deep learning']",18199.0,,junior,deep learning | machine learning | python | spark | sql,onsite
data scientist,senior,hybrid,company_781,"Greenwood Village, CO . Hybrid",9 days ago,"Stamford, CT, US",Technology,Public,"96,040",Public,"€80,559","['pytorch', 'aws', 'python', 'sql', 'machine learning', 'hadoop', 'azure', 'tensorflow']",80559.0,,senior,aws | azure | hadoop | machine learning | python | pytorch | sql | tensorflow,hybrid
data scientist,senior,on-site,company_021,On-site,2 days ago,"San Francisco, CA, US",Technology,Public,"5,570",€60.91B,"€189,974",[],189974.0,60.91,senior,,onsite
data scientist,senior,on-site,company_288,"Chantilly, VA . On-site",a month ago,"Reston, VA, US",Technology,Public,"26,040",€63.09B,"€114,169","['aws', 'azure']",114169.0,63.09,senior,aws | azure,onsite
data scientist,midlevel,remote,company_421,"Quito, Pichincha, Ecuador . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,216","['sql', 'machine learning', 'python']",25216.0,,junior,machine learning | python | sql,remote
data scientist,midlevel,remote,company_421,"Podgorica, Montenegro . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,212","['sql', 'machine learning', 'python']",25212.0,,junior,machine learning | python | sql,remote
data scientist,senior,hybrid,company_983,"Hickam Village, HI . Hybrid",14 days ago,"McLean, VA, US",Technology,Public,"27,020",Public,"€90,425 - €205,504","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'java', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'matplotlib', 'tensorflow']",147964.5,,senior,aws | azure | docker | gcp | hadoop | java | kubernetes | machine learning | matplotlib | numpy | pandas | python | pytorch | scikit-learn | spark | tensorflow,hybrid
data scientist,senior,on-site,company_992,"San Francisco, CA",7 days ago,"Sydney, NSW, AU",Technology,Public,"6,040",€27.92B,"€184,128 - €240,389","['tableau', 'sql', 'r', 'python']",212258.5,27.92,senior,python | r | sql | tableau,onsite
data scientist,senior,on-site,company_917,"Mountain View, CA",14 days ago,"Mountain View, CA, US",Technology,Public,"258,800",€1.29T,"€167,139 - €247,512","['sql', 'r', 'python']",207325.5,1290.0,senior,python | r | sql,onsite
data scientist,senior,hybrid,company_008,"Chennai, Tamil Nadu, India . Hybrid",21 days ago,"San Jose, CA, US",Technology,Public,"34,640",€81.66B,"€33,313 - €42,993","['r', 'python', 'sql', 'gcp', 'machine learning']",38153.0,81.66,senior,gcp | machine learning | python | r | sql,hybrid
data scientist,senior,on-site,company_366,"Hyderabad, Telangana, India",4 days ago,"Columbia, MD, US",Technology,Private,180,Private,"€19,777","['pandas', 'numpy', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure']",19777.0,,senior,aws | azure | gcp | machine learning | numpy | pandas | python | r,onsite
data scientist,senior,on-site,company_288,"Reston, VA . On-site",a month ago,"Reston, VA, US",Technology,Public,"26,030",€62.74B,"€114,169","['pytorch', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'tensorflow', 'tableau']",114169.0,62.74,senior,aws | machine learning | python | pytorch | r | scikit-learn | sql | tableau | tensorflow,onsite
data scientist,senior,hybrid,company_081,"New York, NY . Hybrid",7 days ago,"San Francisco, CA, US",Technology,Public,"5,030",€4.72B,"€135,177 - €168,970",[],152073.5,4.72,senior,,hybrid
data scientist,midlevel,hybrid,company_008,"Tondiarpet, Tamil Nadu, India . Bengaluru, Karnataka, India . Hybrid",7 days ago,"San Jose, CA, US",Technology,Public,"34,640",€81.81B,"€24,064 - €45,170","['pytorch', 'scikit-learn', 'python', 'machine learning', 'tensorflow']",34617.0,81.81,junior,machine learning | python | pytorch | scikit-learn | tensorflow,hybrid
machine learning engineer,senior,on-site,company_156,"Mountain View, California (HQ) . On-site",7 days ago,"Mountain View, CA, US",Technology,Private,900,€8.10B,"€167,893 - €252,056",[],209974.5,8.1,senior,,onsite
data scientist,senior,on-site,company_980,"Bengaluru, Karnataka, India",2 months ago,"Minneapolis, MN, US",Retail,Public,"409,050",€66.89B,"€31,213 - €58,200","['spark', 'machine learning', 'python']",44706.5,66.89,senior,machine learning | python | spark,onsite
machine learning engineer,junior,on-site,company_881,"San Jose, CA",14 days ago,CN,Technology,Private,"110,010",€128.02B,"€132,436 - €216,919","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']",174677.5,128.02,junior,deep learning | machine learning | python | pytorch | tensorflow,onsite
data scientist,senior,hybrid,company_083,"London, England, United Kingdom . Londýn, Anglie, Spojené království . Hybrid",3 months ago,"Paris, IDF, FR",Technology,Private,"263,560",€25.31B,"€73,983","['pytorch', 'aws', 'scikit-learn', 'docker', 'deep learning', 'machine learning', 'kubernetes', 'keras', 'azure', 'tensorflow']",73983.0,25.31,senior,aws | azure | deep learning | docker | keras | kubernetes | machine learning | pytorch | scikit-learn | tensorflow,hybrid
data scientist,senior,hybrid,company_183,"Berlin, Berlin, Germany . Hybrid",7 days ago,"Tallinn, EE",Technology,Private,"3,800",Private,"€98,643","['sql', 'r', 'python']",98643.0,,senior,python | r | sql,hybrid
data scientist,senior,on-site,company_291,"Atlanta, GA",16 days ago,"Bengaluru, KA, IN",Technology,Public,"261,010",€71.23B,"€85,861 - €150,250","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']",118055.5,71.23,senior,aws | azure | deep learning | gcp | java | machine learning | python | pytorch | r | scala | spark | sql | tableau | tensorflow,onsite
data scientist,senior,on-site,company_308,"Mountain View, CA",14 days ago,"Redmond, WA, US",Technology,Public,"182,308",€1.73T,"€144,680 - €235,647","['sql', 'python']",190163.5,1730.0,senior,python | sql,onsite
data scientist,senior,remote,company_038,"Stockholm, Stockholm County, Sweden",7 days ago,"Kista, SE",Technology,Public,"132,000",€17.41B,"€52,506","['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']",52506.0,17.41,senior,deep learning | java | keras | machine learning | python | scala | scikit-learn | spark | tensorflow,remote
data scientist,,remote,company_169,Fully Remote,2 days ago,"San Francisco, CA, US",Technology,Public,"4,110",€7.79B,"€158,829 - €178,648",[],168738.5,7.79,,,remote
data scientist,senior,hybrid,company_008,"Bengaluru, Karnataka, India . Hybrid",8 days ago,"San Jose, CA, US",Technology,Public,"34,680",€82.45B,"€33,111 - €47,625",[],40368.0,82.45,senior,,hybrid
data scientist,midlevel,hybrid,company_983,"Herndon, VA . Hybrid",8 days ago,"McLean, VA, US",Technology,Public,"27,010",Public,"€71,394 - €161,915","['aws', 'machine learning', 'python']",116654.5,,junior,aws | machine learning | python,hybrid
data scientist,midlevel,on-site,company_395,"McLean, VA . McLean, Virgínia, Estados Unidos",a month ago,"McLean, VA, US",Retail,Public,"55,090",€36.49B,"€159,156 - €181,602","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']",170379.0,36.49,junior,aws | database | deep learning | machine learning | python | r | scala | spark | sql,onsite
data scientist,senior,on-site,company_003,"Bentonville, AR . On-site",18 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€82,797 - €165,590","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']",124193.5,,senior,machine learning | python | r | scala | spark | sql | tensorflow,onsite
data scientist,senior,hybrid,company_008,"Scottsdale, AZ . Chicago, IL . Austin, TX . Scottsdale, Arizona, United States . Hybrid",3 months ago,"San Jose, CA, US",Technology,Public,"34,690",€82.10B,"€113,614 - €195,810","['hadoop', 'sql']",154712.0,82.1,senior,hadoop | sql,hybrid
data scientist,midlevel,hybrid,company_983,"Annapolis Junction, MD . Fort Meade, MD . Hybrid",6 days ago,"McLean, VA, US",Technology,Public,"27,030",Public,"€71,396 - €161,917","['linux', 'machine learning', 'r', 'python']",116656.5,,junior,linux | machine learning | python | r,hybrid
data scientist,senior,on-site,company_003,"Sunnyvale, CA",17 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€107,637 - €215,269","['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']",161453.0,,senior,bash | deep learning | gcp | java | machine learning | matplotlib | numpy | python | pytorch | r | scala | scikit-learn | spark | sql | tensorflow,onsite
data scientist,senior,on-site,company_003,"Sunnyvale, CA",17 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€131,555 - €263,105","['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']",197330.0,,senior,bash | deep learning | gcp | java | machine learning | matplotlib | numpy | python | pytorch | r | scala | scikit-learn | spark | sql | tensorflow,onsite
data scientist,midlevel,on-site,company_917,"Boulder, CO",5 days ago,"Mountain View, CA, US",Technology,Public,"258,780",€1.45T,"€152,711 - €224,466","['sql', 'r', 'python']",188588.5,1450.0,junior,python | r | sql,onsite
data scientist,senior,on-site,company_134,"Santa Barbara, CA . Bellevue, WA",18 days ago,"Seattle, WA, US",Retail,Public,"865,436",€839.03B,"€160,991","['amazon', 'r', 'python', 'sql', 'tableau']",160991.0,839.03,senior,amazon | python | r | sql | tableau,onsite
data scientist,senior,on-site,company_134,"Bellevue, WA . New York, United States . Santa Monica, CA",a month ago,"Seattle, WA, US",Retail,Public,"865,466",€838.83B,"€150,883 - €178,472","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']",164677.5,838.83,senior,amazon | aws | machine learning | python | r | sql | tableau,onsite
data scientist,senior,on-site,company_003,"Sunnyvale, CA",7 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€107,641 - €215,273","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",161457.0,,senior,machine learning | python | pytorch | r | scala | spark | tensorflow,onsite
data scientist,senior,hybrid,company_983,"McLean, VA . Hybrid",a day ago,"McLean, VA, US",Technology,Public,"27,060",Public,"€91,081 - €206,992","['spark', 'python', 'sql', 'hadoop', 'machine learning']",149036.5,,senior,hadoop | machine learning | python | spark | sql,hybrid
data scientist,midlevel,hybrid,company_395,"Richmond, VA . Hybrid",14 days ago,"McLean, VA, US",Retail,Public,"55,110",€36.64B,"€145,905 - €166,511","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']",156208.0,36.64,junior,aws | database | deep learning | machine learning | python | r | scala | spark | sql,hybrid
data scientist,senior,hybrid,company_008,"San Jose, CA . Hybrid",a month ago,"San Jose, CA, US",Technology,Public,"34,670",€82.45B,"€140,294 - €241,349",[],190821.5,82.45,senior,,hybrid
data scientist,senior,on-site,company_917,"New York, NY . Sunnyvale, CA",15 days ago,"Mountain View, CA, US",Technology,Public,"258,790",€1.20T,"€208,832 - €294,386","['sql', 'r', 'python']",251609.0,1200.0,senior,python | r | sql,onsite
data scientist,lead,on-site,company_244,"Plano, TX . Plano, Texas, Spojené státy . On-site",a month ago,"New York, NY, US",Finance,Public,"290,790",€352.75B,"€137,997","['spark', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning']",137997.0,352.75,senior,aws | machine learning | python | r | scikit-learn | spark | sql,onsite
data scientist,midlevel,on-site,company_395,"New York, NY . New York, New York, Statele Unite Ale Americii",a month ago,"McLean, VA, US",Retail,Public,"55,130",€36.34B,"€159,150 - €181,596","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']",170373.0,36.34,junior,aws | database | deep learning | machine learning | python | r | scala | spark | sql,onsite
data scientist,senior,on-site,company_941,"Annapolis Junction, MD",25 days ago,"Dublin, IE",Technology,Public,"492,255",€154.26B,"€129,163 - €244,062","['machine learning', 'python']",186612.5,154.26,senior,machine learning | python,onsite
data scientist,lead,on-site,company_273,"Bellevue, WA",12 days ago,"Menlo Park, CA, US",Technology,Public,"94,570",€232.09B,"€189,513 - €258,507","['sql', 'machine learning', 'r', 'python']",224010.0,232.09,senior,machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_003,"Bentonville, AR",15 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€101,194 - €202,387","['pytorch', 'spark', 'r', 'python', 'scala', 'opencv', 'machine learning', 'deep learning', 'tensorflow']",151790.5,,senior,deep learning | machine learning | opencv | python | pytorch | r | scala | spark | tensorflow,onsite
data scientist,lead,on-site,company_273,United States,5 days ago,"Menlo Park, CA, US",Technology,Public,"94,580",€231.89B,"€232,749 - €288,865",['machine learning'],260807.0,231.89,senior,machine learning,onsite
data scientist,senior,hybrid,company_003,"Bellevue, WA . Hybrid",15 days ago,"Bentonville, AR, US",Retail,Public,€354.99B,Public,"€143,514 - €287,023","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure', 'tensorflow']",215268.5,,senior,aws | azure | docker | gcp | kubernetes | machine learning | python | pytorch | tensorflow,hybrid
machine learning engineer,junior,on-site,company_881,"San Jose, CA",14 days ago,CN,Technology,Private,"110,050",€129.19B,"€126,724 - €218,487","['pytorch', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']",172605.5,129.19,junior,deep learning | machine learning | neural network | python | pytorch | tensorflow,onsite
data scientist,senior,on-site,company_134,"Arlington, VA . West Hollywood, CA . New York, United States . Austin, TX . Palo Alto, CA + 2 More",25 days ago,"Seattle, WA, US",Retail,Public,"865,466",€839.03B,"€160,994 - €178,472","['amazon', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'tableau']",169733.0,839.03,senior,amazon | aws | machine learning | python | r | scala | sql | tableau,onsite
data scientist,midlevel,on-site,company_395,"New York, NY",a month ago,"McLean, VA, US",Retail,Public,"55,090",€36.49B,"€159,157 - €181,603","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']",170380.0,36.49,junior,aws | database | deep learning | machine learning | python | r | scala | spark | sql,onsite
data scientist,midlevel,on-site,company_273,"Burlingame, CA",19 days ago,"Menlo Park, CA, US",Technology,Public,"94,570",€231.94B,"€159,153 - €222,628","['sql', 'machine learning', 'r', 'python']",190890.5,231.94,junior,machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_134,"Seattle, WA",a month ago,"Seattle, WA, US",Retail,Public,"865,476",€838.83B,"€119,600 - €220,792","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning']",170196.0,838.83,senior,amazon | aws | machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_134,"Nashville, TN . Bellevue, WA . Austin, TX . Arlington, VA . Bellevue, Washington, United States",11 days ago,"Seattle, WA, US",Retail,Public,"865,446",€839.08B,"€118,676 - €220,788","['amazon', 'spark', 'r', 'python', 'sql', 'hadoop']",169732.0,839.08,senior,amazon | hadoop | python | r | spark | sql,onsite
