job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,Cleaned_Salary,Cleaned_Revenue,Seniority_Binary,skills_parsed,work_type
data scientist,senior,hybrid,company_003,"Grapevine, TX . Hybrid",17 days ago,"Bentonville, AR, US",Retail,Public,€352.44B,Public,"€100,472 - €200,938","['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']",150705.0,,senior,machine learning | python | r | scala | spark | tensorflow,hybrid
data scientist,lead,hybrid,company_005,"Fort Worth, TX . Hybrid",15 days ago,"Detroit, MI, US",Manufacturing,Public,"155,030",€51.10B,"€118,733","['spark', 'r', 'python', 'sql', 'machine learning']",118733.0,51.1,senior,machine learning | python | r | spark | sql,hybrid
data scientist,senior,on-site,company_007,"Austin, TX . Toronto, Ontario, Canada . Kirkland, WA . Orlando, FL . Edmonton, Alberta, Canada + 1 More",a month ago,"Redwood City, CA, US",Technology,Public,"25,930",€33.80B,"€94,987 - €159,559","['aws', 'git', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning']",127273.0,33.8,senior,aws | deep learning | docker | gcp | git | kubernetes | machine learning | python | sql,onsite
data scientist,senior,hybrid,company_008,"Chicago, IL . Scottsdale, AZ . Austin, TX . Hybrid",8 days ago,"San Jose, CA, US",Technology,Public,"34,690",€81.71B,"€112,797 - €194,402","['sql', 'r', 'python']",153599.5,81.71,senior,python | r | sql,hybrid
data scientist,,on-site,company_009,On-site,3 days ago,"Stamford, CT, US",Finance,Private,"1,800",Private,"€114,172 - €228,337",[],171254.5,,,,onsite
machine learning engineer,senior,on-site,company_015,"Menlo Park, CA",9 days ago,"Menlo Park, CA, US",Technology,Public,900,Public,"€121,480 - €132,440",['machine learning'],126960.0,,senior,machine learning,onsite
data scientist,senior,remote,company_019,Fully Remote,6 days ago,"Boston, MA, US",Technology,Private,126,Private,"€207,331",[],207331.0,,senior,,remote
data scientist,senior,on-site,company_021,On-site,a day ago,"San Francisco, CA, US",Technology,Public,"5,520",€61.06B,"€219,201",[],219201.0,61.06,senior,,onsite
data scientist,senior,remote,company_029,"Minneapolis, MN . Fully Remote",8 days ago,"Golden Valley, MN, US",Manufacturing,Public,"21,030",€43.18B,"€99,464 - €165,954","['sql', 'machine learning', 'python']",132709.0,43.18,senior,machine learning | python | sql,remote
data scientist,senior,on-site,company_031,"Titusville, NJ . Titusville, New Jersey, United States",19 days ago,"New Brunswick, NJ, US",Healthcare,Public,"128,890",€413.02B,"€112,343 - €117,823","['sql', 'machine learning', 'r', 'python']",115083.0,413.02,senior,machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_034,"Arlington, VA",a month ago,"Baltimore, MD, US",Technology,Private,45,Private,"€127,867 - €150,700","['pandas', 'powerbi', 'python', 'java', 'sql', 'machine learning', 'tableau']",139283.5,,senior,java | machine learning | pandas | powerbi | python | sql | tableau,onsite
data scientist,senior,remote,company_037,Fully Remote,14 days ago,"San Francisco, CA, US",Finance,Private,300,Private,"€134,266",[],134266.0,,senior,,remote
data scientist,lead,on-site,company_039,"Charlotte, NC . On-site",8 days ago,"San Francisco, CA, US",Finance,Public,"257,150",€163.38B,"€126,956 - €198,196","['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']",162576.0,163.38,senior,aws | azure | machine learning | python | r | sql | tableau,onsite
data scientist,senior,remote,company_040,Fully Remote,13 days ago,"San Francisco, CA, US",Education,Private,130,€1.29B,"€185,412 - €228,338",[],206875.0,1.29,senior,,remote
data scientist,senior,on-site,company_043,"Toronto, Ontario, Canada . On-site",8 days ago,"Toronto, ON, CA",Finance,Public,"44,010",Public,"€72,611","['pytorch', 'spark', 'git', 'r', 'python', 'sql', 'machine learning', 'tensorflow']",72611.0,,senior,git | machine learning | python | pytorch | r | spark | sql | tensorflow,onsite
data scientist,senior,on-site,company_044,"Findlay, OH . Denver, CO . San Antonio, TX",8 days ago,"Findlay, OH, US",Energy,Public,"11,610",€51.40B,"€95,265 - €164,221","['pytorch', 'scikit-learn', 'python', 'machine learning', 'deep learning', 'tensorflow']",129743.0,51.4,senior,deep learning | machine learning | python | pytorch | scikit-learn | tensorflow,onsite
data scientist,senior,on-site,company_045,"Toronto, Ontario, Canada",6 days ago,"Toronto, ON, CA",Technology,Private,300,Private,"€85,044","['airflow', 'spark', 'machine learning', 'python']",85044.0,,senior,airflow | machine learning | python | spark,onsite
data scientist,,remote,company_048,"Remote, US . Fully Remote",3 months ago,"San Francisco, CA, US",Technology,Private,340,€1.49B,"€91,335 - €109,601",[],100468.0,1.49,,,remote
data scientist,senior,on-site,company_051,"Laurel, MD",a month ago,"Laurel, MD, US",Technology,,"8,010",Education,"€210,071",['python'],210071.0,,senior,python,onsite
data scientist,lead,on-site,company_054,"Richmond, VA . On-site",7 days ago,"Washington, DC, US",Technology,Public,"4,820",€29.92B,"€112,288","['machine learning', 'python']",112288.0,29.92,senior,machine learning | python,onsite
data scientist,lead,hybrid,company_057,"Seattle, WA . Hybrid",25 days ago,"Seattle, WA, US",Retail,Public,"157,200",Public,"€132,437","['r', 'python', 'sql', 'machine learning', 'tableau']",132437.0,,senior,machine learning | python | r | sql | tableau,hybrid
data scientist,senior,hybrid,company_061,"Manchester, England, United Kingdom . Hybrid",15 days ago,"Manchester, GB",Technology,Public,"1,320",Public,"€45,669 - €63,936","['spark', 'python', 'airflow', 'sql', 'machine learning']",54802.5,,senior,airflow | machine learning | python | spark | sql,hybrid
data scientist,senior,on-site,company_054,"Richmond, VA . On-site",7 days ago,"Washington, DC, US",Technology,Public,"4,780",€30.07B,"€112,291","['machine learning', 'python']",112291.0,30.07,senior,machine learning | python,onsite
data scientist,senior,on-site,company_065,"Toronto, Ontario, Canada",3 days ago,"Cherry Hill, NJ, US",Technology,Private,"26,070",Private,"€83,298 - €124,946","['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'azure', 'tableau']",104122.0,,senior,azure | numpy | pandas | python | scikit-learn | sql | tableau,onsite
data scientist,senior,hybrid,company_066,"Foster City, CA . Hybrid",3 years ago,"Foster City, CA, US",Technology,Private,"1,790",Private,"€198,201 - €269,440",[],233820.5,,senior,,hybrid
data scientist,senior,hybrid,company_067,"San Francisco, CA, US . Seattle, WA, US . Hybrid",19 days ago,"San Francisco, CA, US",Technology,Public,"5,260",€14.35B,"€260,211",[],260211.0,14.35,senior,,hybrid
data scientist,midlevel,on-site,company_071,"Cambridge, MA",15 days ago,"Cambridge, MA, US",Technology,Public,"9,070",Public,"€144,311 - €198,198","['r', 'python', 'sql', 'machine learning', 'tableau']",171254.5,,junior,machine learning | python | r | sql | tableau,onsite
data scientist,senior,remote,company_077,United States . Fully Remote,2 months ago,"Phoenix, AZ, US",Technology,Private,60,Private,"€155,272 - €164,406","['sql', 'machine learning', 'tableau', 'python']",159839.0,,senior,machine learning | python | sql | tableau,remote
data scientist,senior,on-site,company_078,"San Diego, CA",9 days ago,"San Diego, CA, US",Technology,Public,"41,020",€111.15B,"€140,661","['pytorch', 'python', 'docker', 'sql', 'neural network', 'kubernetes', 'tensorflow']",140661.0,111.15,senior,docker | kubernetes | neural network | python | pytorch | sql | tensorflow,onsite
data scientist,senior,hybrid,company_080,"Toronto, Ontario, Canada . Montreal, Quebec, Canada . Hybrid",8 days ago,"Toronto, ON, CA",Finance,Public,"26,040",Public,"€73,739","['machine learning', 'r', 'python']",73739.0,,senior,machine learning | python | r,hybrid
data scientist,senior,hybrid,company_081,"New York, NY . Hybrid",6 days ago,"San Francisco, CA, US",Technology,Public,"5,050",€4.67B,"€135,178 - €168,971",[],152074.5,4.67,senior,,hybrid
data scientist,senior,on-site,company_084,On-site,14 days ago,"Cary, NC, US",Technology,Private,990,€29.17B,"€228,515",[],228515.0,29.17,senior,,onsite
data scientist,senior,hybrid,company_092,"McLean, VA . Hybrid",8 days ago,"Toronto, ON, CA",Technology,Public,"24,040",Public,"€92,833 - €172,402","['java', 'machine learning', 'r', 'python']",132617.5,,senior,java | machine learning | python | r,hybrid
data scientist,lead,on-site,company_093,"Seattle, Washington, United States . On-site",12 days ago,"Seattle, WA, US",Technology,Private,46,Private,"€210,070 - €228,336",[],219203.0,,senior,,onsite
data scientist,senior,on-site,company_095,On-site,3 months ago,"Sunnyvale, CA, US",Technology,Private,5,Private,"€123,307 - €191,806",[],157556.5,,senior,,onsite
data scientist,senior,on-site,company_096,"San Francisco, California, United States . On-site",20 days ago,"San Francisco, CA, US",Finance,Private,950,€11.43B,"€219,199 - €273,999",[],246599.0,11.43,senior,,onsite
data scientist,senior,hybrid,company_099,"Toronto, Ontario, Canada . Hybrid",7 days ago,"Calgary, AB, CA",Technology,Public,"23,860",€27.92B,"€75,128 - €79,194","['sql', 'tableau', 'python']",77161.0,27.92,senior,python | sql | tableau,hybrid
data scientist,senior,on-site,company_100,"Rock Island, IL . On-site",3 months ago,"Hook, GB",Technology,Public,"28,840",Public,"€77,667 - €129,442","['scikit-learn', 'r', 'python', 'java', 'machine learning']",103554.5,,senior,java | machine learning | python | r | scikit-learn,onsite
data scientist,midlevel,remote,company_103,"Oregon, United States . Fully Remote",4 days ago,"Beaverton, OR, US",Manufacturing,Public,"99,620",€133.03B,"€19,420 - €98,368","['pandas', 'powerbi', 'r', 'python', 'sql', 'neural network', 'machine learning', 'deep learning', 'tableau']",58894.0,133.03,junior,deep learning | machine learning | neural network | pandas | powerbi | python | r | sql | tableau,remote
data scientist,senior,on-site,company_112,"San Francisco, California, United States . On-site",a month ago,"San Francisco, CA, US",Technology,Private,420,€5.10B,"€148,808",[],148808.0,5.1,senior,,onsite
data scientist,lead,on-site,company_113,"Charlotte, NC",8 days ago,"Mooresville, NC, US",Retail,Public,"118,910",Public,"€101,935 - €193,633","['sql', 'deep learning', 'machine learning']",147784.0,,senior,deep learning | machine learning | sql,onsite
data scientist,senior,hybrid,company_115,"Bengaluru, Karnataka, India . Hybrid",a month ago,"Frankfurt am Main, HE, DE",Finance,Public,"68,400",Public,"€24,205","['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']",24205.0,,senior,aws | azure | gcp | python | pytorch | sql | tensorflow,hybrid
data scientist,senior,on-site,company_119,"Menlo Park, CA . On-site",15 days ago,"West Menlo Park, CA, US",Finance,Public,"3,810",€7.94B,"€163,491 - €191,804",[],177647.5,7.94,senior,,onsite
data scientist,senior,remote,company_121,"Remote, United States . Fully Remote",a month ago,"San Francisco, CA, US",Technology,Private,"1,290",€3.17B,"€134,541 - €174,088",[],154314.5,3.17,senior,,remote
data scientist,senior,on-site,company_100,"Rock Island, IL . On-site",3 months ago,"Hook, GB",Technology,Public,"28,810",Public,"€77,671 - €129,446","['scikit-learn', 'r', 'python', 'java', 'machine learning']",103558.5,,senior,java | machine learning | python | r | scikit-learn,onsite
data scientist,senior,remote,company_067,"San Francisco, CA, US . Remote, US . Fully Remote",4 days ago,"San Francisco, CA, US",Technology,Public,"5,320",€14.20B,"€306,623",[],306623.0,14.2,senior,,remote
data scientist,senior,remote,company_021,Fully Remote,a day ago,"San Francisco, CA, US",Technology,Public,"5,550",€60.91B,"€255,732",[],255732.0,60.91,senior,,remote
data scientist,,remote,company_129,Fully Remote,8 days ago,"New York, NY, US",Finance,Private,45,Private,"€91,335 - €228,333",[],159834.0,,,,remote
data scientist,senior,on-site,company_134,"Seattle, WA . Seattle, Washington, États-Unis . Seattle, Washington, USA",a month ago,"Seattle, WA, US",Retail,Public,"865,416",€832.86B,"€219,201","['amazon', 'r', 'python', 'machine learning', 'deep learning']",219201.0,832.86,senior,amazon | deep learning | machine learning | python | r,onsite
machine learning engineer,,on-site,company_135,"Taipei, Taiwan . On-site",a day ago,TW,Technology,Private,530,Private,"€36,340",[],36340.0,,,,onsite
data scientist,senior,hybrid,company_137,"Denver, CO . Hybrid",a month ago,"Denver, CO, US",Technology,Private,900,€913.33M,"€138,833","['spark', 'r', 'python', 'database', 'machine learning']",138833.0,0.9133300000000001,senior,database | machine learning | python | r | spark,hybrid
data scientist,senior,remote,company_141,"Fort Worth, TX",a month ago,"Bethesda, MD, US",Technology,Public,"108,670",€116.78B,"€100,470 - €132,436",['machine learning'],116453.0,116.78,senior,machine learning,remote
data scientist,senior,hybrid,company_145,"Austin, Texas . Hybrid",a day ago,"San Jose, CA, US",Technology,Public,"2,760",Public,"€200,936",[],200936.0,,senior,,hybrid
data scientist,senior,hybrid,company_146,"Toronto, ON . Hybrid",11 days ago,"San Francisco, CA, US",Finance,Private,780,€11.80B,"€153,442 - €210,981",[],182211.5,11.8,senior,,hybrid
data scientist,senior,on-site,company_153,United States,15 days ago,"San Jose, CA, US",Technology,Private,900,Private,"€203,676 - €253,909","['pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'deep learning', 'java', 'sql', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'tensorflow']",228792.5,,senior,aws | azure | deep learning | docker | gcp | hadoop | java | kubernetes | machine learning | python | pytorch | scikit-learn | spark | sql | tensorflow,onsite
data scientist,lead,remote,company_155,"All, MO",15 days ago,"Chicago, IL, US",Technology,Public,"2,570",Public,"€146,133 - €182,666","['aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",164399.5,,senior,aws | machine learning | python | scikit-learn | sql | tensorflow,remote
machine learning engineer,,on-site,company_156,"Mountain View, California (HQ) . On-site",8 days ago,"Mountain View, CA, US",Technology,Private,900,€8.10B,"€138,826 - €208,239",[],173532.5,8.1,,,onsite
data scientist,senior,on-site,company_158,"Reston, VA",4 days ago,"Falls Church, VA, US",Technology,Private,"21,690",Private,"€167,600 - €225,989","['aws', 'git', 'python', 'java', 'kubernetes', 'machine learning']",196794.5,,senior,aws | git | java | kubernetes | machine learning | python,onsite
data scientist,senior,remote,company_159,Fully Remote,2 months ago,"Roseville, CA, US",Technology,Private,900,€11.41B,"€133,351 - €155,271",[],144311.0,11.41,senior,,remote
data scientist,senior,hybrid,company_164,"Redwood City, US, California . Hybrid",2 months ago,"München, BY, DE",Technology,Private,"2,010",€12.32B,"€149,786 - €195,453",[],172619.5,12.32,senior,,hybrid
data scientist,senior,on-site,company_166,"Veldhoven, North Brabant, Netherlands . On-site",21 days ago,"Veldhoven, NB, NL",Technology,Public,"24,780",€173.21B,"€82,371",['r'],82371.0,173.21,senior,r,onsite
data scientist,senior,remote,company_169,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Public,"4,080",€7.84B,"€224,774",[],224774.0,7.84,senior,,remote
data scientist,,on-site,company_173,"San Mateo, CA . On-site",a month ago,"Burlingame, CA, US",Technology,Private,126,Private,"€109,602 - €123,302",[],116452.0,,,,onsite
data scientist,senior,on-site,company_176,On-site,11 days ago,"Mountain View, CA, US",Technology,Public,"2,790",Public,"€117,189 - €185,414",[],151301.5,,senior,,onsite
data scientist,senior,on-site,company_177,"Omaha, NE . Newport Beach, CA . Massachusetts, United States",a month ago,"Newport Beach, CA, US",Finance,Public,"4,010",Public,"€149,445 - €182,654","['scikit-learn', 'python', 'sql', 'machine learning', 'tensorflow']",166049.5,,senior,machine learning | python | scikit-learn | sql | tensorflow,onsite
data scientist,senior,on-site,company_178,"Torrance, CA",3 days ago,"Torrance, CA, US",Technology,Public,"10,100",€36.69B,"€63,942","['spark', 'r', 'python', 'hadoop', 'machine learning']",63942.0,36.69,senior,hadoop | machine learning | python | r | spark,onsite
data scientist,senior,hybrid,company_179,"Los Angeles, CA . United States . San Francisco, CA . Hybrid",20 days ago,"Collingwood, VIC, AU",Technology,Private,150,€1.44B,"€182,668 - €214,634",['amazon'],198651.0,1.44,senior,amazon,hybrid
data scientist,midlevel,remote,company_181,"San Francisco, CA",8 days ago,"San Francisco, CA, US",Technology,Public,"1,290",Public,"€90,877 - €141,566","['tableau', 'sql', 'r', 'python']",116221.5,,junior,python | r | sql | tableau,remote
data scientist,senior,hybrid,company_182,"Navi Mumbai, Maharashtra, India . Hybrid",a month ago,"Chicago, IL, US",Finance,Public,"9,920",Public,"€15,542","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'python', 'docker', 'scipy', 'sql', 'machine learning', 'deep learning', 'matplotlib', 'tensorflow']",15542.0,,senior,deep learning | docker | machine learning | matplotlib | numpy | pandas | python | pytorch | scikit-learn | scipy | sql | tensorflow,hybrid
data scientist,senior,hybrid,company_183,"Tallinn, Harjumaa, Estonia . Hybrid",15 days ago,"Tallinn, EE",Technology,Private,"3,770",Private,"€61,772","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'sql', 'machine learning', 'deep learning']",61772.0,,senior,airflow | aws | deep learning | docker | machine learning | numpy | pandas | python | scikit-learn | spark | sql,hybrid
data scientist,senior,on-site,company_184,"New York, NY",8 days ago,"New York, NY, US",Retail,Public,"130,040",€5.18B,"€137,004",['machine learning'],137004.0,5.18,senior,machine learning,onsite
data scientist,senior,hybrid,company_186,"New York, NY . Hybrid",8 days ago,"New York, NY, US",Technology,Public,830,€14.48B,"€45,674 - €105,040","['database', 'sql', 'aws', 'python']",75357.0,14.48,senior,aws | database | python | sql,hybrid
data scientist,senior,on-site,company_193,"Phoenix, AZ",3 days ago,"Phoenix, AZ, US",Energy,Public,"35,020",€37.86B,"€82,201","['powerbi', 'aws', 'r', 'python', 'sql', 'machine learning']",82201.0,37.86,senior,aws | machine learning | powerbi | python | r | sql,onsite
data scientist,,hybrid,company_196,Hybrid,7 months ago,"San Francisco, CA, US",Finance,Private,890,€12.43B,"€158,920 - €237,831",[],198375.5,12.43,,,hybrid
data scientist,,on-site,company_197,"Bengaluru, Karnataka, India . On-site",22 days ago,"Palo Alto, CA, US",Technology,Private,180,€913.33M,"€27,409",[],27409.0,0.9133300000000001,,,onsite
data scientist,lead,hybrid,company_199,"Austin, TX . Hybrid",15 days ago,"Toronto, ON, CA",Technology,Public,"19,470",€91.70B,"€109,605","['java', 'sql', 'python']",109605.0,91.7,senior,java | python | sql,hybrid
data scientist,lead,hybrid,company_203,"Cincinnati, OH . Chicago, IL . Hybrid",a day ago,"Cincinnati, OH, US",Technology,Private,"1,230",Private,"€199,795",[],199795.0,,senior,,hybrid
data scientist,senior,on-site,company_207,"Manassas, VA",14 days ago,"Boise, ID, US",Technology,Public,"40,060",€55.54B,"€94,077 - €118,737","['aws', 'python', 'linux', 'sql', 'gcp', 'hadoop']",106407.0,55.54,senior,aws | gcp | hadoop | linux | python | sql,onsite
machine learning engineer,,on-site,company_215,"San Francisco, CA . Seattle, WA . New York, NY . On-site",13 days ago,"San Francisco, CA, US",Technology,Private,580,€7.07B,"€200,939 - €296,838",[],248888.5,7.07,,,onsite
data scientist,lead,hybrid,company_221,"Bengaluru, Karnataka, India . Hybrid",8 days ago,"New York, NY, US",Technology,Private,900,Private,"€19,096","['spark', 'r', 'python', 'java', 'sql', 'machine learning']",19096.0,,senior,java | machine learning | python | r | spark | sql,hybrid
data scientist,senior,hybrid,company_092,"McLean, VA . Hybrid",5 days ago,"Toronto, ON, CA",Technology,Public,"24,030",Public,"€92,838 - €172,407","['java', 'machine learning', 'r', 'python']",132622.5,,senior,java | machine learning | python | r,hybrid
data scientist,,remote,company_225,Fully Remote,7 days ago,"San Francisco, CA, US",Retail,Private,"12,300",€35.97B,"€137,001",[],137001.0,35.97,,,remote
data scientist,senior,on-site,company_226,"Rochester, New York Metropolitan Area",22 days ago,"Rochester, NY, US",Education,,"9,320",Education,"€55,196 - €77,273","['deep learning', 'machine learning']",66234.5,,senior,deep learning | machine learning,onsite
data scientist,senior,on-site,company_227,"Denver, CO",15 days ago,"Denver, CO, US",Healthcare,Public,"24,020",€6.34B,"€68,685 - €100,834","['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']",84759.5,6.34,senior,aws | azure | deep learning | docker | gcp | machine learning | python | pytorch | r | scikit-learn | sql | tensorflow,onsite
data scientist,senior,hybrid,company_052,Greater São Paulo Area . Hybrid,22 days ago,"San Francisco, CA, US",Technology,Public,"26,910",€53.05B,"€50,222","['sql', 'r', 'python']",50222.0,53.05,senior,python | r | sql,hybrid
data scientist,midlevel,on-site,company_230,"Mettawa, IL",6 days ago,"North Chicago, IL, US",Healthcare,Public,"49,360",€245.39B,"€137,003",[],137003.0,245.39,junior,,onsite
data scientist,senior,on-site,company_231,"South San Francisco, CA . On-site",25 days ago,"Kenilworth, NJ, US",Healthcare,Public,"78,750",€231.03B,"€124,219","['machine learning', 'r', 'python']",124219.0,231.03,senior,machine learning | python | r,onsite
data scientist,senior,remote,company_233,United States,5 days ago,"Reston, VA, US",Technology,Public,"27,450",Public,"€95,586 - €172,785","['machine learning', 'r', 'python']",134185.5,,senior,machine learning | python | r,remote
data scientist,lead,on-site,company_235,"San Antonio, TX",15 days ago,"San Antonio, TX, US",Finance,Private,"33,030",Private,"€137,008","['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']",137008.0,,senior,deep learning | hadoop | machine learning | python | r | spark | sql,onsite
data scientist,senior,remote,company_236,United States . Fully Remote,a day ago,"Miami, FL, US",Technology,Private,30,Private,"€137,002 - €155,268","['sql', 'machine learning', 'tableau', 'python']",146135.0,,senior,machine learning | python | sql | tableau,remote
data scientist,senior,hybrid,company_241,"Manchester, England, United Kingdom . Hybrid",2 months ago,"London, GB",Technology,Private,180,Private,"€95,906 - €105,039","['pytorch', 'aws', 'scikit-learn', 'scipy', 'machine learning', 'gcp', 'azure', 'tensorflow']",100472.5,,senior,aws | azure | gcp | machine learning | pytorch | scikit-learn | scipy | tensorflow,hybrid
data scientist,,on-site,company_243,"Bowie, MD . On-site",8 days ago,"Bowie, MD, US",Technology,Public,"2,820",Public,"€101,149 - €110,282",[],105715.5,,,,onsite
data scientist,senior,on-site,company_244,"Plano, TX . On-site",15 days ago,"New York, NY, US",Finance,Public,"290,800",€350.17B,"€86,772 - €196,371","['pytorch', 'machine learning', 'tensorflow', 'python']",141571.5,350.17,senior,machine learning | python | pytorch | tensorflow,onsite
data scientist,lead,hybrid,company_252,"San Francisco, CA . Hybrid",5 days ago,"San Francisco, CA, US",Healthcare,Private,500,€1.72B,"€258,704",[],258704.0,1.72,senior,,hybrid
data scientist,,on-site,company_255,"Charlotte, NC . On-site",8 days ago,"Fort Mill, SC, US",Technology,Private,"3,760",€913.33M,"€123,305 - €137,005",[],130155.0,0.9133300000000001,,,onsite
data scientist,senior,on-site,company_256,"San Francisco, CA . On-site",4 days ago,"San Francisco, CA, US",Technology,Private,150,€4.10B,"€155,274","['sql', 'machine learning', 'r', 'python']",155274.0,4.1,senior,machine learning | python | r | sql,onsite
data scientist,senior,hybrid,company_257,"Foster City, CA . Hybrid",6 days ago,"Foster City, CA, US",Finance,Public,"21,050",€383.10B,"€120,561 - €192,988","['pytorch', 'spark', 'r', 'python', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']",156774.5,383.1,senior,deep learning | machine learning | python | pytorch | r | scikit-learn | spark | tensorflow,hybrid
machine learning engineer,senior,hybrid,company_007,"Vancouver, British Columbia, Canada . Hybrid",a month ago,"Redwood City, CA, US",Technology,Public,"25,940",€33.50B,"€59,371 - €63,938","['pytorch', 'machine learning', 'tensorflow', 'python']",61654.5,33.5,senior,machine learning | python | pytorch | tensorflow,hybrid
data scientist,senior,on-site,company_261,"Alameda, CA",7 days ago,"Lake Bluff, IL, US",Healthcare,Public,"103,540",€162.59B,"€79,187","['spark', 'r', 'python', 'scala', 'linux', 'java', 'hadoop', 'machine learning']",79187.0,162.59,senior,hadoop | java | linux | machine learning | python | r | scala | spark,onsite
data scientist,midlevel,on-site,company_231,"San Diego, CA . On-site",5 days ago,"Kenilworth, NJ, US",Healthcare,Public,"78,720",€231.13B,"€115,539 - €181,846","['aws', 'git', 'r', 'python', 'java', 'machine learning', 'database', 'azure', 'matplotlib']",148692.5,231.13,junior,aws | azure | database | git | java | machine learning | matplotlib | python | r,onsite
data scientist,senior,on-site,company_273,"Redmond, WA",a month ago,"Menlo Park, CA, US",Technology,Public,"94,540",€230.42B,"€121,475 - €255,734","['sql', 'machine learning', 'r', 'python']",188604.5,230.42,senior,machine learning | python | r | sql,onsite
data scientist,lead,hybrid,company_276,Hybrid,a month ago,"Atlanta, GA, US",Technology,Private,360,€3.09B,"€294,100",[],294100.0,3.09,senior,,hybrid
data scientist,,on-site,company_279,"San Francisco, California . On-site",8 days ago,"San Francisco, CA, US",Technology,Private,500,Private,"€127,874 - €155,273",[],141573.5,,,,onsite
data scientist,midlevel,remote,company_280,"Annapolis Junction, MD . Annapolis, MD . Fully Remote",a month ago,"Annapolis, MD, US",Technology,Private,60,Private,"€109,600 - €182,666","['linux', 'machine learning', 'python']",146133.0,,junior,linux | machine learning | python,remote
data scientist,senior,remote,company_282,"Rosemont, IL",5 days ago,"Rosemont, IL, US",Healthcare,Public,"28,070",Public,"€68,501 - €109,601","['git', 'r', 'python', 'bash', 'sql', 'machine learning', 'deep learning']",89051.0,,senior,bash | deep learning | git | machine learning | python | r | sql,remote
data scientist,lead,hybrid,company_115,"New York, NY . Hybrid",a month ago,"Frankfurt am Main, HE, DE",Finance,Public,"68,430",Public,"€137,002","['pandas', 'numpy', 'scikit-learn', 'python', 'sql', 'hadoop']",137002.0,,senior,hadoop | numpy | pandas | python | scikit-learn | sql,hybrid
data scientist,senior,on-site,company_288,"Chantilly, VA . On-site",a month ago,"Reston, VA, US",Technology,Public,"26,030",€63.09B,"€114,171","['aws', 'azure']",114171.0,63.09,senior,aws | azure,onsite
data scientist,senior,on-site,company_141,"Orlando, FL",a month ago,"Bethesda, MD, US",Technology,Public,"108,650",€116.88B,"€68,500",['machine learning'],68500.0,116.88,senior,machine learning,onsite
data scientist,senior,remote,company_293,"Bengaluru, Karnataka, India",3 months ago,"Bengaluru, KA, IN",Technology,Private,"15,440",€10.22B,"€36,104","['spark', 'python', 'sql', 'machine learning', 'deep learning', 'tensorflow']",36104.0,10.22,senior,deep learning | machine learning | python | spark | sql | tensorflow,remote
data scientist,senior,hybrid,company_295,"Montreal, Quebec, Canada . Hybrid",5 days ago,"Dartmouth, NS, CA",Technology,Private,31,Private,"€55,906","['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning']",55906.0,,senior,aws | machine learning | numpy | pandas | python | pytorch | scikit-learn | sql,hybrid
data scientist,midlevel,hybrid,company_296,"Lebanon, NH . Hybrid",17 days ago,"Bridgewater, NJ, US",Healthcare,Public,613,Public,"€81,293 - €108,937","['machine learning', 'python']",95115.0,,junior,machine learning | python,hybrid
data scientist,midlevel,on-site,company_166,"Veldhoven, North Brabant, Netherlands . On-site",8 days ago,"Veldhoven, NB, NL",Technology,Public,"24,820",€173.56B,"€82,373",['python'],82373.0,173.56,junior,python,onsite
data scientist,senior,remote,company_298,United States,15 days ago,"Draper, UT, US",Healthcare,Public,"1,020",Public,"€88,140 - €136,089","['sql', 'azure', 'r', 'python']",112114.5,,senior,azure | python | r | sql,remote
data scientist,senior,on-site,company_034,"Annapolis Junction, MD",a month ago,"Baltimore, MD, US",Technology,Private,45,Private,"€178,100 - €210,980","['sql', 'machine learning', 'r', 'python']",194540.0,,senior,machine learning | python | r | sql,onsite
data scientist,midlevel,remote,company_306,"Fort Meade, MD . Fort Meade, Maryland, Birleşik Devletler . Fully Remote",3 months ago,"Fulton, MD, US",Technology,Private,90,Private,"€127,871 - €178,103","['sql', 'machine learning', 'r', 'python']",152987.0,,junior,machine learning | python | r | sql,remote
data scientist,senior,on-site,company_308,"Mountain View, CA",15 days ago,"Redmond, WA, US",Technology,Public,"182,338",€1.73T,"€171,712 - €277,840","['sql', 'python']",224776.0,1730.0,senior,python | sql,onsite
